r_ref,a,b,m,n1,n2,n3
0.00434,1.268023,7.042444,2,1.653983,8.69559,3.976418
0.00434,1.448256,3.584986,11,4.120831,3.421257,4.512423
0.00434,4.68497,4.660424,13,7.284947,5.388381,5.395736
0.00434,2.156601,2.225463,7,11.783195,2.3641,4.309448
0.00434,5.8362,3.443718,4,13.679504,10.819965,5.183367
0.00434,1.036564,0.749522,12,2.9681,3.565429,6.385735
0.00434,4.932841,5.099912,9,5.272097,3.175314,4.838906
0.00434,1.936498,4.061578,13,15.17386,8.791624,5.127823
0.00434,0.565739,1.723265,11,5.999602,5.723354,4.673089
0.00434,1.135072,2.640026,8,2.827299,12.955312,7.409782
0.00434,1.465318,3.723402,13,3.535269,12.231764,1.821042
0.00434,1.317526,2.273652,5,8.27174,5.101317,2.379934
0.00434,2.673206,2.694748,7,1.057995,6.410109,5.077419
0.00434,0.836929,3.868782,9,9.236205,4.187803,2.73076
0.00434,3.603754,4.14363,3,5.15631,1.857619,3.270729
0.00434,1.989241,0.81596,2,11.939984,6.818593,12.498449
0.00434,1.013327,3.900036,15,2.151388,16.735073,9.036079
0.00434,3.479581,1.998821,14,5.98099,6.21316,3.508456
0.00434,1.765006,3.696873,5,10.065079,6.576101,3.485852
0.00434,2.69915,3.143574,3,10.555177,6.415846,4.797955
0.00434,3.293611,4.85415,15,9.025667,9.492126,8.383408
0.00434,1.816523,1.199075,2,5.937408,2.933986,10.744061
0.00434,9.5951,2.024678,8,8.017263,4.133594,6.089803
0.00434,0.752534,0.952493,4,3.040163,2.716165,4.67933
0.00434,0.607594,4.577024,14,10.678833,10.894166,1.58654
0.00434,2.92525,1.028195,14,10.517194,4.003135,3.204677
0.00434,3.223524,0.621349,14,5.026656,4.779735,10.829052
0.00434,2.247197,7.019712,5,8.903875,6.402882,9.705847
0.00434,0.710589,1.231653,2,3.404761,8.643688,4.432671
0.00434,1.058098,0.413315,8,6.918602,2.196948,6.921152
0.00434,4.807197,2.10624,16,6.471753,3.782791,6.497945
0.00434,2.560167,4.778276,3,7.35352,5.646977,8.439435
0.00434,1.214857,2.323457,6,6.116059,5.965238,1.455072
0.00434,0.202449,2.953296,14,8.024861,2.243491,3.336435
0.00434,3.329126,3.382466,11,5.129062,5.638746,6.103036
0.00434,1.161091,1.315979,7,7.591877,5.599361,3.895088
0.00434,14.411804,7.61078,2,8.356166,4.125376,8.560088
0.00434,0.975539,2.853622,7,10.602168,2.719895,2.541893
0.00434,4.75256,2.203376,15,7.921525,2.096107,8.000912
0.00434,0.39884,0.321872,16,4.112567,6.022492,4.230569
0.00434,2.083877,2.530342,16,8.567617,6.083293,8.271784
0.00434,0.978786,2.529312,5,2.716237,2.337503,3.862258
0.00434,3.495564,3.454477,12,9.459993,5.737272,8.128855
0.00434,3.450684,2.114865,11,8.140615,8.014042,11.192183
0.00434,2.418736,2.816213,5,4.351233,2.490348,1.472313
0.00434,0.870582,0.370362,10,4.802521,1.82927,6.928332
0.00434,7.899075,0.502363,3,11.329628,4.57898,3.330271
0.00434,5.906271,7.213608,16,8.549353,15.117375,19.016518
0.00434,2.228095,2.470807,10,1.897339,7.606058,8.121131
0.00434,1.028738,2.079288,14,2.992951,6.969733,4.165927
0.00434,1.278678,2.318387,3,6.811183,3.399063,3.626932
0.00434,2.076983,2.127867,12,7.369752,6.395056,8.509591
0.00434,3.540144,2.043533,9,6.035286,3.222774,1.973163
0.00434,5.780921,6.278116,2,4.76211,6.477528,2.127049
0.00434,1.780021,0.732947,8,2.635051,1.975547,4.351854
0.00434,8.16586,2.199953,2,10.435549,3.532612,9.37959
0.00434,7.686459,3.662063,9,7.566801,2.335944,7.582152
0.00434,6.282456,6.621647,3,6.52427,6.012553,3.513184
0.00434,2.724374,9.585561,14,7.114097,8.661366,5.385679
0.00434,5.233757,6.749611,16,0.771041,6.321493,4.423688
0.00434,3.479092,3.345652,3,5.908519,12.776743,1.030928
0.00434,6.141433,0.453238,8,7.136932,2.378023,4.502883
0.00434,4.939622,2.606399,2,6.153252,6.148517,5.122891
0.00434,2.736896,0.423832,4,9.752929,7.87877,6.765822
0.00434,1.33366,5.168913,7,7.054575,6.172277,3.627398
0.00434,2.851198,2.701039,16,13.089167,4.541522,5.097154
0.00434,1.914765,6.322091,11,5.962371,4.789411,4.20998
0.00434,1.973728,1.434571,11,6.127529,7.642396,4.909224
0.00434,1.120447,1.957572,10,3.83669,4.298623,2.799976
0.00434,2.492692,1.616778,14,8.228406,2.65143,6.633359
0.00434,0.864272,2.369461,16,6.298468,6.179505,11.351138
0.00434,4.451827,5.655012,13,9.003283,7.659785,5.083292
0.00434,4.910985,4.436025,10,5.438865,4.604476,4.944724
0.00434,1.309485,2.630001,4,4.305549,4.36093,6.936162
0.00434,0.987211,0.588882,13,4.623634,1.890019,5.052334
0.00434,2.918861,1.928282,2,7.189828,4.094452,11.558915
0.00434,1.199938,3.43897,4,4.366913,4.760744,5.836888
0.00434,1.740179,0.757276,5,5.022663,7.869556,1.87067
0.00434,1.181812,0.548484,2,8.463882,6.582359,1.832516
0.00434,7.560137,3.905622,14,5.974587,3.280602,7.714192
0.00434,3.272003,0.574769,3,3.513646,4.709078,11.413575
0.00434,3.963834,2.037751,2,6.936594,3.951043,1.557935
0.00434,3.96415,3.552146,4,2.742708,4.711955,1.40152
0.00434,0.155282,2.595227,2,4.916832,2.583959,2.506156
0.00434,0.589764,2.2567,2,2.05606,4.629121,3.445924
0.00434,0.697972,2.073567,14,10.052609,2.187134,1.599769
0.00434,0.860756,2.749706,10,12.682395,9.703488,4.43295
0.00434,0.882661,0.621276,12,3.77175,5.259534,8.6832
0.00434,5.444885,4.052319,7,5.845229,5.457711,2.816909
0.00434,5.918006,8.444976,5,12.795308,4.06129,10.343
0.00434,0.701884,1.484754,16,2.174415,4.772076,2.745827
0.00434,1.739114,1.661019,8,5.625884,7.646821,7.896726
0.00434,1.409058,4.289035,13,3.559519,8.2896,0.729115
0.00434,1.798627,0.623709,16,7.102558,12.230031,7.460836
0.00434,0.579397,6.075841,15,7.236317,3.908939,3.103813
0.00434,3.596832,2.177392,3,1.578401,13.057063,1.630546
0.00434,0.941512,0.459421,16,11.450482,13.956858,1.738183
0.00434,1.462931,2.832312,14,12.428662,4.66194,7.514531
0.00434,2.929696,0.306553,12,7.717976,3.57836,3.011976
0.00434,2.467441,6.632061,8,14.237022,2.166089,0.896881
0.00434,2.326136,2.264856,4,8.189771,5.333839,13.550101
0.00434,0.790624,1.898441,5,2.659432,11.895575,7.428865
0.00434,4.999066,1.271283,9,8.075866,5.314778,5.054621
0.00434,4.068807,7.741705,16,5.984572,6.272192,2.585441
0.00434,3.773289,1.033979,3,7.814687,7.699339,2.795531
0.00434,0.31192,0.425856,8,5.94061,7.416178,15.69693
0.00434,1.107515,2.681491,9,21.65979,5.267832,3.457075
0.00434,4.910378,3.435677,9,5.237087,4.535457,7.724569
0.00434,2.786714,4.868867,14,6.5783,4.857643,3.003005
0.00434,0.154178,10.995064,4,2.313774,2.179599,4.009245
0.00434,2.376549,1.692144,14,7.698023,2.575317,2.83292
0.00434,0.102859,0.703969,11,1.289639,2.946382,18.035047
0.00434,2.341432,4.269527,8,6.326902,6.626876,4.62211
0.00434,1.596048,2.334252,5,1.797223,2.320814,3.484719
0.00434,6.431285,5.484892,6,3.370922,4.429425,4.377849
0.00434,1.746902,2.481879,12,4.750756,3.233704,7.037941
0.00434,2.465982,6.186697,2,3.645375,6.280899,3.690259
0.00434,1.985855,4.619973,4,6.689136,3.041627,3.312234
0.00434,3.986844,2.899325,13,9.745387,7.958557,3.606281
0.00434,4.814468,4.614289,3,2.936355,5.238241,3.67121
0.00434,1.843517,2.792247,10,8.20345,8.262137,10.092726
0.00434,2.571888,0.461671,4,5.219746,9.534725,2.025188
0.00434,0.335832,0.46208,9,9.881599,9.117832,4.058086
0.00434,1.08026,1.676783,7,4.868823,6.303736,6.589558
0.00434,3.106652,5.592286,4,10.986615,6.004763,8.820505
0.00434,2.789901,5.641513,5,4.735706,9.200104,3.605479
0.00434,4.363919,4.808857,4,7.9953,2.022363,7.289506
0.00434,3.882308,5.37014,8,3.071871,2.570678,2.087726
0.00434,2.857889,4.437706,11,10.586085,4.745518,6.422602
0.00434,0.344627,1.023149,11,12.449727,4.111304,7.185303
0.00434,4.316194,1.140604,15,8.885227,0.867459,4.133974
0.00434,0.648905,1.288173,2,16.625928,13.545256,5.545289
0.00434,5.175074,3.663833,16,6.096407,7.11336,4.421334
0.00434,1.083021,0.735089,4,9.791944,3.676513,8.312479
0.00434,1.248998,2.480351,3,10.279914,5.849952,2.080496
0.00434,0.0599,1.478029,2,1.39508,6.96523,4.546535
0.00434,9.498525,2.435786,7,4.916419,3.168196,4.723002
0.00434,3.397832,13.983996,10,4.507972,3.451611,0.403035
0.00434,0.293845,0.304284,11,9.806238,5.150562,3.427885
0.00434,0.960444,3.283301,5,5.569022,2.956252,8.219882
0.00434,4.501899,2.103782,9,5.571306,2.287735,5.888689
0.00434,6.292922,7.280156,13,9.542603,4.944179,4.272283
0.00434,1.918401,0.975777,10,10.023493,3.300794,8.661206
0.00434,0.899621,0.980445,11,2.181128,15.578121,8.755866
0.00434,5.14282,3.069423,6,4.771349,6.559065,5.985747
0.00434,4.876113,1.093939,14,4.261425,3.143919,6.636418
0.00434,1.19217,1.105569,16,15.836778,13.020588,5.283054
0.00434,1.899465,1.652122,12,3.789579,5.731479,17.572306
0.00434,3.237261,2.615477,16,3.709884,7.295233,6.895585
0.00434,0.385302,1.699937,5,10.817047,5.124085,2.569047
0.00434,3.024089,1.642155,10,3.601359,5.85496,5.163673
0.00434,0.952464,0.843675,9,2.829,8.038566,3.599475
0.00434,7.025378,7.381289,2,7.519224,4.102572,9.466149
0.00434,2.061218,2.058495,15,6.644652,3.054369,11.037259
0.00434,1.771248,0.920261,14,2.044435,7.723901,9.421869
0.00434,0.913469,2.948634,9,5.969467,4.602584,3.554512
0.00434,3.394782,1.085864,13,5.960724,4.311759,2.601056
0.00434,9.158355,0.742668,7,13.886174,4.71449,10.418425
0.00434,2.312272,3.550236,2,3.546116,4.0645,11.766753
0.00434,4.43311,9.591094,2,7.838237,5.979532,2.047435
0.00434,0.558691,1.906534,5,5.67791,16.301878,2.383099
0.00434,8.60155,1.931514,3,6.002508,5.159805,21.05231
0.00434,1.931986,3.1376,2,7.536804,1.344294,5.573693
0.00434,9.446953,3.261032,14,3.685973,4.708366,4.475463
0.00434,1.784808,6.534863,9,5.093747,10.751056,5.354048
0.00434,0.28987,1.210111,3,5.234346,7.338364,8.501328
0.00434,1.48261,5.128186,2,4.399542,9.231639,5.924691
0.00434,2.996699,1.452083,16,3.723202,6.912095,6.545028
0.00434,2.074277,0.873227,3,2.489319,1.603859,19.208387
0.00434,4.804749,6.785666,3,11.436078,2.59641,8.28928
0.00434,1.110213,3.729862,12,5.517366,11.694468,8.205859
0.00434,0.406762,0.65387,16,16.189918,0.130117,5.199715
0.00434,3.383592,2.831878,7,11.726355,4.669683,4.470429
0.00434,1.938076,1.910913,15,5.598944,5.411572,3.675869
0.00434,2.842129,4.794151,11,2.789351,7.412551,4.805996
0.00434,2.944053,5.800919,5,15.981545,4.046907,8.01902
0.00434,1.28615,1.386352,7,7.514141,9.902341,7.233918
0.00434,1.935174,1.433211,13,8.46632,15.208092,4.911675
0.00434,0.918513,1.168204,14,13.557577,6.160229,7.023259
0.00434,3.785314,3.342776,6,11.564394,7.261293,1.636657
0.00434,5.749784,0.940833,12,1.63125,3.287588,21.25158
0.00434,1.147053,0.944575,11,3.520894,4.853339,7.644154
0.00434,1.365905,2.282433,4,5.724716,2.534136,3.087551
0.00434,1.279785,2.08521,3,6.47202,7.552198,4.8337
0.00434,1.735353,2.424218,12,6.833854,5.257316,10.647064
0.00434,2.733376,3.489912,14,4.254897,1.752601,2.981991
0.00434,3.056987,1.822159,13,7.187933,4.133483,1.2453
0.00434,2.802187,4.21969,7,3.301329,11.104261,9.359222
0.00434,2.637356,3.273799,10,1.814591,5.484926,5.515097
0.00434,1.786574,5.490529,4,9.739631,3.052741,9.414403
0.00434,1.229131,1.797427,15,1.938092,8.804745,5.825266
0.00434,0.891684,1.786616,10,3.78581,1.897048,3.238178
0.00434,2.320474,2.492299,3,6.142084,0.951107,3.353619
0.00434,1.288078,2.069186,8,12.246425,5.833104,4.281901
0.00434,3.156635,0.442814,4,9.250929,5.149084,6.902614
0.00434,5.102262,1.369538,2,1.309728,13.31195,6.120055
0.00434,3.840953,1.760962,16,1.640338,2.432939,3.33896
0.00434,5.238042,0.85655,2,1.725353,8.567219,10.876809
0.00434,1.0547,4.196971,3,4.810166,6.259559,1.278743
0.00434,3.051273,0.7394,9,12.480383,6.056073,8.629246
0.00434,2.333922,4.017202,9,3.04096,2.968639,3.130221
0.00434,4.226907,3.119949,12,4.185865,3.479575,3.476233
0.00434,1.977162,3.174981,12,10.095998,3.856601,7.198248
0.00434,1.303017,1.883908,12,7.893816,13.939241,13.344609
0.00434,1.840932,1.813219,4,6.997814,4.867695,5.633579
0.00434,3.765774,1.28688,12,7.698179,9.494664,6.485949
0.00434,3.437853,2.309378,10,9.289639,6.222393,11.004637
0.00434,0.815327,0.391738,3,5.503704,4.25572,1.064846
0.00434,0.825631,0.424042,4,7.485597,11.001039,5.608318
0.00434,4.847351,4.931679,5,1.218194,5.923676,3.278266
0.00434,2.692485,1.345501,13,1.493234,3.577696,3.045448
0.00434,7.723245,4.82373,12,4.330902,4.964394,5.267459
0.00434,1.834601,0.890217,12,4.751818,3.542814,10.979254
0.00434,0.671878,2.05968,14,3.004887,10.172764,1.795869
0.00434,2.101567,3.234606,3,8.620847,3.766666,9.47484
0.00434,2.356244,3.575625,13,3.477248,5.567053,4.176049
0.00434,2.775263,1.158809,15,5.788546,3.714517,11.551054
0.00434,1.042848,5.497543,11,6.605436,10.726843,4.155857
0.00434,3.259475,0.573833,16,6.382785,2.268408,12.982196
0.00434,3.425553,4.332493,14,10.020041,5.67989,5.59677
0.00434,5.964166,5.523593,2,9.778146,3.202205,10.764948
0.00434,1.187454,2.67978,2,4.991922,4.885635,3.708078
0.00434,4.590484,1.718589,14,14.426518,6.003848,7.620813
0.00434,1.648879,2.41984,12,2.429718,2.341659,0.659253
0.00434,2.943553,1.897729,12,6.136569,3.524308,3.52798
0.00434,0.942764,0.190822,2,2.3685,5.722062,6.542888
0.00434,0.951979,4.251494,4,10.73396,4.679048,8.227991
0.00434,6.687912,1.836621,12,13.478375,2.009917,2.253689
0.00434,6.258834,2.40817,2,1.839991,9.664001,10.280387
0.00434,2.524492,3.603382,12,3.760944,5.71977,6.478717
0.00434,1.770249,3.37814,3,8.428908,4.857748,5.116185
0.00434,1.055635,2.199721,3,4.368341,7.502448,2.451409
0.00434,5.786057,2.799854,16,5.964959,5.822419,7.711914
0.00434,4.209053,2.64844,9,7.928361,5.119908,4.669498
0.00434,6.784708,1.967554,3,1.93217,7.890305,8.827171
0.00434,5.733253,0.903096,4,9.079976,2.858947,2.1339
0.00434,1.317033,8.248773,10,4.485833,7.525696,1.931124
0.00434,1.463407,3.144836,12,18.550108,3.415043,6.542876
0.00434,0.975851,0.408298,12,6.829349,12.755056,5.785487
0.00434,3.488666,3.884967,14,8.037034,2.608395,2.507455
0.00434,0.147029,0.476704,14,16.403072,2.999517,5.339053
0.00434,3.67087,0.347647,13,25.191921,6.342988,5.177744
0.00434,0.719125,0.566789,8,7.653644,2.87214,4.109254
0.00434,2.27101,4.769845,15,8.467248,7.281697,10.2092
0.00434,4.131777,3.870787,16,8.957531,4.946995,3.248495
0.00434,2.719343,7.531653,3,2.281605,10.609387,5.173033
0.00434,6.203004,2.649512,5,0.842654,5.792427,9.048661
0.00434,0.815859,0.907485,7,6.337516,1.783653,7.210588
0.00434,3.732584,4.833387,14,2.128689,9.000203,10.032637
0.00434,1.510267,2.623218,16,3.078257,12.812353,3.058676
0.00434,1.170317,1.250638,6,10.062331,5.810715,5.971865
0.00434,3.93025,2.675375,11,4.916022,3.697097,2.837923
0.00434,4.80455,0.577476,2,8.982868,11.986109,15.318662
0.00434,4.023204,6.995574,15,7.015589,6.07355,4.289257
0.00434,2.32759,2.309621,12,6.81141,6.388113,6.35784
0.00434,2.69352,3.523677,2,4.710299,16.474723,8.901701
0.00434,2.376173,3.002805,2,11.902425,5.236746,5.162244
0.00434,0.84536,2.795748,11,4.874513,6.178742,4.7819
0.00434,3.179117,1.076524,9,3.430243,7.098981,6.891873
0.00434,2.16114,4.019435,10,6.031377,13.739919,6.943821
0.00434,3.195515,3.878739,11,9.910364,2.770682,5.300802
0.00434,1.013193,0.5867,4,8.065093,4.828568,5.117298
0.00434,1.906152,2.996531,15,11.916723,9.460629,12.181552
0.00434,5.133578,3.345976,6,7.130275,2.996954,3.563644
0.00434,4.006949,3.863184,3,1.840603,8.770091,4.489951
0.00434,1.847961,20.002369,16,10.265563,10.325454,7.753984
0.00434,1.103973,0.932728,12,2.727894,3.398589,4.179685
0.00434,5.731811,1.398947,10,9.956529,2.420741,20.317793
0.00434,0.823859,1.587012,9,6.594265,2.384502,4.469951
0.00434,0.670694,2.737281,5,3.023842,9.9567,8.643511
0.00434,0.959932,1.898583,4,3.852656,6.207174,1.37035
0.00434,2.450154,4.84896,5,8.614481,2.997429,7.285666
0.00434,5.064248,3.221479,14,9.827388,4.53476,3.623989
0.00434,0.200005,1.545751,10,6.05627,2.314939,4.270892
0.00434,1.805632,3.221286,9,6.025591,4.662018,4.066485
0.00434,3.016732,2.400845,2,7.954806,9.234395,2.18008
0.00434,4.114569,1.152447,13,6.027576,4.934882,6.925359
0.00434,1.796939,3.575679,3,11.413489,2.713682,3.231241
0.00434,3.81268,4.57971,16,7.088913,5.893387,5.857791
0.00434,2.457391,1.219969,15,19.019135,4.482155,2.118542
0.00434,0.928584,1.118181,11,9.236452,3.069277,7.704218
0.00434,2.019337,6.294161,14,10.062945,6.665987,3.82316
0.00434,2.916079,1.898631,9,8.049888,7.858372,9.303766
0.00434,4.850555,1.733299,5,8.656379,2.247784,7.039085
0.00434,3.62042,4.289141,5,17.126777,1.074459,3.091434
0.00434,5.970977,2.582857,14,6.872076,10.951943,8.145752
0.00434,4.100589,7.578564,7,17.904394,4.629613,3.377061
0.00434,1.018191,1.694558,9,6.972594,3.73698,3.065054
0.00434,1.256198,9.152243,2,1.330837,11.662905,7.020035
0.00434,1.879621,2.933335,3,9.174277,3.245879,12.336696
0.00434,1.180051,2.41107,4,10.643616,8.242689,3.940922
0.00434,1.836429,2.611231,6,9.551428,2.262379,10.707262
0.00434,3.57595,3.329923,10,4.892075,9.398062,8.464383
0.00434,2.046641,7.129581,3,8.214559,4.782735,6.136839
0.00434,2.828531,3.863636,4,9.501271,8.051614,2.741636
0.00434,2.870599,10.609969,10,6.996129,8.734784,3.98142
0.00434,3.016638,0.88967,10,4.539596,3.496215,5.332657
0.00434,5.060699,0.486547,14,6.510331,4.209777,18.152243
0.00434,2.343997,3.539938,4,10.328364,3.451927,5.775335
0.00434,11.030134,2.870838,11,1.754646,5.108974,9.523984
0.00434,0.084357,0.952585,11,12.693922,2.02519,5.536481
0.00434,2.216885,1.737411,13,9.140845,8.034863,4.375985
0.00434,0.698032,1.69923,10,10.605761,9.348361,8.603184
0.00434,4.099678,11.471195,12,6.080565,5.260981,3.514763
0.00434,7.161212,2.904353,9,5.023417,5.982804,8.782202
0.00434,5.75708,1.707624,13,6.981352,1.141817,6.290478
0.00434,1.222301,2.133326,9,5.021552,9.382814,4.130944
0.00434,4.121164,1.006204,13,4.463778,2.683784,4.270495
0.00434,3.029542,7.747878,15,7.479423,10.685504,11.259584
0.00434,5.643525,2.700483,12,3.441004,4.61629,8.338391
0.00434,1.085855,1.568773,5,2.640046,8.995863,1.413361
0.00434,1.939286,2.880558,12,9.963868,5.194757,2.284987
0.00434,2.439081,0.91526,16,3.062979,3.083929,4.200755
0.00434,4.41484,2.72897,10,2.844388,2.845027,5.478573
0.00434,4.296979,4.631024,13,6.587391,11.454319,10.177757
0.00434,3.000904,8.811617,3,7.224665,2.021193,5.555138
0.00434,1.906415,1.249514,8,3.36799,4.125786,8.449728
0.00434,3.822237,4.582018,2,10.437885,3.595831,4.41111
0.00434,5.867032,2.979512,3,11.800708,7.980415,2.662958
0.00434,5.071289,3.055913,10,8.634312,6.12936,11.923206
0.00434,1.018808,2.716381,12,3.268166,11.353231,5.333423
0.00434,2.504828,3.63984,14,8.546685,1.784143,6.790109
0.00434,1.705449,0.295316,3,5.442078,5.136882,5.053915
0.00434,2.972513,0.916007,2,1.152404,1.9572,1.537249
0.00434,0.670622,0.272071,12,2.329532,3.763833,2.041759
0.00434,4.383771,2.40873,3,3.051725,8.000935,3.601487
0.00434,1.293753,1.75518,13,7.679361,8.627232,2.038346
0.00434,1.109393,4.64522,7,9.876897,2.832501,3.702109
0.00434,0.39998,0.700836,15,7.416823,3.084623,2.824858
0.00434,1.343213,1.835182,3,4.996119,7.033281,9.479321
0.00434,0.71375,6.747074,14,10.222681,4.516194,2.309869
0.00434,7.791541,2.868934,11,12.157433,1.583186,12.095256
0.00434,1.268315,1.563174,10,9.474973,6.644909,5.80835
0.00434,1.329528,0.576033,6,8.802936,3.496317,7.502469
0.00434,0.439722,0.777058,4,3.940754,2.632166,6.940496
0.00434,0.814373,3.962527,3,10.712969,12.034601,8.269296
0.00434,3.307854,1.84897,9,2.389445,3.317683,4.955671
0.00434,1.585067,4.386508,3,4.857313,3.925677,4.329264
0.00434,3.739582,2.011635,5,9.103818,7.404556,14.377695
0.00434,1.628571,2.88765,14,6.510604,3.512322,3.764478
0.00434,0.38938,2.204802,14,14.258842,3.516163,8.768606
0.00434,0.979942,1.750158,13,6.839204,6.122836,2.711209
0.00434,2.192731,0.236038,8,11.226442,0.825988,5.85918
0.00434,4.918779,5.750623,13,11.718516,4.970444,5.177869
0.00434,2.33478,3.83979,4,9.318855,4.270388,1.535856
0.00434,1.075756,3.888109,13,11.553436,6.51945,3.273606
0.00434,1.26812,2.302834,11,10.511965,12.473468,4.547794
0.00434,1.199249,0.70794,9,8.350798,11.415899,8.162621
0.00434,1.515741,0.270712,4,5.89906,2.598196,3.595557
0.00434,2.737055,0.00964,2,6.666419,7.893189,9.90995
0.00434,0.90003,0.924388,6,9.159415,7.247159,4.927519
0.00434,0.259687,1.555662,5,8.222533,9.886964,5.73264
0.00434,0.329534,0.450676,6,2.565656,7.13344,6.43352
0.00434,5.330281,6.432355,16,3.469636,10.723257,9.343988
0.00434,2.786779,3.598099,8,1.794202,5.708061,6.669882
0.00434,5.453713,0.555331,8,7.942003,2.277448,1.026592
0.00434,0.452566,7.138681,5,16.392797,2.42473,8.262634
0.00434,3.608497,2.592606,2,3.011576,7.25984,9.774885
0.00434,7.906773,5.614159,2,7.217784,8.187101,6.93201
0.00434,1.946198,1.635732,6,10.079577,2.004366,5.563312
0.00434,4.855645,2.877267,2,0.961168,5.788979,1.338161
0.00434,0.924042,0.917328,8,3.45554,2.882044,8.700228
0.00434,2.166258,0.432897,14,9.126203,3.17116,9.628448
0.00434,1.826816,1.974992,4,4.526861,3.391593,1.783047
0.00434,2.900555,7.128501,10,3.940529,14.485512,9.429392
0.00434,1.462028,0.977829,4,13.945355,7.884213,8.582309
0.00434,0.862952,0.683876,12,4.810797,1.601053,5.91797
0.00434,6.455742,4.659018,16,2.888842,3.21607,6.460456
0.00434,0.836266,6.384352,3,7.511945,9.48223,3.437057
0.00434,5.638203,2.752265,7,5.220093,3.425196,5.538057
0.00434,1.710227,1.099114,2,2.236964,12.299904,6.096548
0.00434,3.893695,1.102494,14,9.321939,3.807505,9.914913
0.00434,2.399055,2.253575,8,2.246651,8.192285,3.738089
0.00434,2.865002,4.842479,16,10.607249,8.810711,6.618759
0.00434,2.043766,3.44684,16,16.437309,8.136321,6.366557
0.00434,5.854761,2.828432,2,8.541136,7.535274,1.083103
0.00434,0.935699,5.082945,2,4.925832,2.902988,1.899466
0.00434,1.257808,4.191358,2,2.546495,7.616653,8.084622
